year,edu_encoded,area_clean_นอกเขตเทศบาล,area_clean_รวม,area_clean_เขตเทศบาล,sex_clean_ชาย,sex_clean_รวม,sex_clean_หญิง,quarter1,quarter2,quarter3,quarter4
1.5911755938938685,-0.25387935669685385,-0.7052146001623917,1.411756195508118,-0.7077694424830954,-0.7066335784425329,-0.7080535037703721,1.4151606016290168,1.7310209895293458,-0.5771441830616287,-0.5779685277310685,-0.5765946197538893
1.5911755938938685,0.016967184729740226,-0.7052146001623917,1.411756195508118,-0.7077694424830954,-0.7066335784425329,-0.7080535037703721,1.4151606016290168,1.7310209895293458,-0.5771441830616287,-0.5779685277310685,-0.5765946197538893
1.5911755938938685,0.28781372615633427,-0.7052146001623917,1.411756195508118,-0.7077694424830954,-0.7066335784425329,-0.7080535037703721,1.4151606016290168,1.7310209895293458,-0.5771441830616287,-0.5779685277310685,-0.5765946197538893
1.5911755938938685,0.5586602675829283,-0.7052146001623917,1.411756195508118,-0.7077694424830954,-0.7066335784425329,-0.7080535037703721,1.4151606016290168,1.7310209895293458,-0.5771441830616287,-0.5779685277310685,-0.5765946197538893
1.5911755938938685,0.8295068090095225,-0.7052146001623917,1.411756195508118,-0.7077694424830954,-0.7066335784425329,-0.7080535037703721,1.4151606016290168,1.7310209895293458,-0.5771441830616287,-0.5779685277310685,-0.5765946197538893
1.5911755938938685,1.1003533504361165,-0.7052146001623917,1.411756195508118,-0.7077694424830954,-0.7066335784425329,-0.7080535037703721,1.4151606016290168,1.7310209895293458,-0.5771441830616287,-0.5779685277310685,-0.5765946197538893
1.5911755938938685,1.3711998918627106,-0.7052146001623917,1.411756195508118,-0.7077694424830954,-0.7066335784425329,-0.7080535037703721,1.4151606016290168,1.7310209895293458,-0.5771441830616287,-0.5779685277310685,-0.5765946197538893
1.5911755938938685,1.6420464332893046,-0.7052146001623917,-0.7083376033211463,1.4128894806360401,-0.7066335784425329,1.412322648888845,-0.7066335784425329,1.7310209895293458,-0.5771441830616287,-0.5779685277310685,-0.5765946197538893
1.5911755938938685,-1.608112063829824,-0.7052146001623917,-0.7083376033211463,1.4128894806360401,-0.7066335784425329,1.412322648888845,-0.7066335784425329,1.7310209895293458,-0.5771441830616287,-0.5779685277310685,-0.5765946197538893
1.5911755938938685,-1.3372655224032302,-0.7052146001623917,-0.7083376033211463,1.4128894806360401,-0.7066335784425329,1.412322648888845,-0.7066335784425329,1.7310209895293458,-0.5771441830616287,-0.5779685277310685,-0.5765946197538893
1.5911755938938685,-1.066418980976636,-0.7052146001623917,-0.7083376033211463,1.4128894806360401,-0.7066335784425329,1.412322648888845,-0.7066335784425329,1.7310209895293458,-0.5771441830616287,-0.5779685277310685,-0.5765946197538893
1.5911755938938685,-0.795572439550042,-0.7052146001623917,-0.7083376033211463,1.4128894806360401,-0.7066335784425329,1.412322648888845,-0.7066335784425329,1.7310209895293458,-0.5771441830616287,-0.5779685277310685,-0.5765946197538893
1.5911755938938685,-0.5247258981234479,-0.7052146001623917,-0.7083376033211463,1.4128894806360401,-0.7066335784425329,1.412322648888845,-0.7066335784425329,1.7310209895293458,-0.5771441830616287,-0.5779685277310685,-0.5765946197538893
1.5911755938938685,-0.25387935669685385,-0.7052146001623917,-0.7083376033211463,1.4128894806360401,-0.7066335784425329,1.412322648888845,-0.7066335784425329,1.7310209895293458,-0.5771441830616287,-0.5779685277310685,-0.5765946197538893
1.5911755938938685,0.016967184729740226,-0.7052146001623917,-0.7083376033211463,1.4128894806360401,-0.7066335784425329,1.412322648888845,-0.7066335784425329,1.7310209895293458,-0.5771441830616287,-0.5779685277310685,-0.5765946197538893
1.5911755938938685,0.28781372615633427,-0.7052146001623917,-0.7083376033211463,1.4128894806360401,-0.7066335784425329,1.412322648888845,-0.7066335784425329,1.7310209895293458,-0.5771441830616287,-0.5779685277310685,-0.5765946197538893
1.5911755938938685,0.5586602675829283,-0.7052146001623917,-0.7083376033211463,1.4128894806360401,-0.7066335784425329,1.412322648888845,-0.7066335784425329,1.7310209895293458,-0.5771441830616287,-0.5779685277310685,-0.5765946197538893
1.5911755938938685,0.8295068090095225,-0.7052146001623917,-0.7083376033211463,1.4128894806360401,-0.7066335784425329,1.412322648888845,-0.7066335784425329,1.7310209895293458,-0.5771441830616287,-0.5779685277310685,-0.5765946197538893
1.5911755938938685,1.1003533504361165,-0.7052146001623917,-0.7083376033211463,1.4128894806360401,-0.7066335784425329,1.412322648888845,-0.7066335784425329,1.7310209895293458,-0.5771441830616287,-0.5779685277310685,-0.5765946197538893
1.5911755938938685,1.3711998918627106,-0.7052146001623917,-0.7083376033211463,1.4128894806360401,-0.7066335784425329,1.412322648888845,-0.7066335784425329,1.7310209895293458,-0.5771441830616287,-0.5779685277310685,-0.5765946197538893
1.5911755938938685,1.6420464332893046,-0.7052146001623917,-0.7083376033211463,1.4128894806360401,1.4151606016290168,-0.7080535037703721,-0.7066335784425329,1.7310209895293458,-0.5771441830616287,-0.5779685277310685,-0.5765946197538893
1.5911755938938685,-1.608112063829824,-0.7052146001623917,-0.7083376033211463,1.4128894806360401,1.4151606016290168,-0.7080535037703721,-0.7066335784425329,1.7310209895293458,-0.5771441830616287,-0.5779685277310685,-0.5765946197538893
1.5911755938938685,-1.3372655224032302,-0.7052146001623917,-0.7083376033211463,1.4128894806360401,1.4151606016290168,-0.7080535037703721,-0.7066335784425329,1.7310209895293458,-0.5771441830616287,-0.5779685277310685,-0.5765946197538893
1.5911755938938685,-1.066418980976636,-0.7052146001623917,-0.7083376033211463,1.4128894806360401,1.4151606016290168,-0.7080535037703721,-0.7066335784425329,1.7310209895293458,-0.5771441830616287,-0.5779685277310685,-0.5765946197538893
1.5911755938938685,-0.795572439550042,-0.7052146001623917,-0.7083376033211463,1.4128894806360401,1.4151606016290168,-0.7080535037703721,-0.7066335784425329,1.7310209895293458,-0.5771441830616287,-0.5779685277310685,-0.5765946197538893
1.5911755938938685,-0.5247258981234479,-0.7052146001623917,-0.7083376033211463,1.4128894806360401,1.4151606016290168,-0.7080535037703721,-0.7066335784425329,1.7310209895293458,-0.5771441830616287,-0.5779685277310685,-0.5765946197538893
1.5911755938938685,-0.25387935669685385,-0.7052146001623917,-0.7083376033211463,1.4128894806360401,1.4151606016290168,-0.7080535037703721,-0.7066335784425329,1.7310209895293458,-0.5771441830616287,-0.5779685277310685,-0.5765946197538893
1.5911755938938685,0.016967184729740226,-0.7052146001623917,-0.7083376033211463,1.4128894806360401,1.4151606016290168,-0.7080535037703721,-0.7066335784425329,1.7310209895293458,-0.5771441830616287,-0.5779685277310685,-0.5765946197538893
1.5911755938938685,0.28781372615633427,-0.7052146001623917,-0.7083376033211463,1.4128894806360401,1.4151606016290168,-0.7080535037703721,-0.7066335784425329,1.7310209895293458,-0.5771441830616287,-0.5779685277310685,-0.5765946197538893
