year,value,edu_encoded,area_clean_นอกเขตเทศบาล,area_clean_รวม,area_clean_เขตเทศบาล,sex_clean_ชาย,sex_clean_รวม,sex_clean_หญิง,quarter1,quarter2,quarter3,quarter4
2556,90.9,7,1,0,0,0,1,0,1,0,0,0
2556,93.1,7,1,0,0,1,0,0,1,0,0,0
2556,89.3,7,1,0,0,0,0,1,1,0,0,0
2556,87.1,7,0,1,0,0,1,0,0,1,0,0
2556,89.4,7,0,1,0,1,0,0,0,1,0,0
2556,85.3,7,0,1,0,0,0,1,0,1,0,0
2556,85.9,7,0,0,1,0,1,0,0,1,0,0
2556,88.8,7,0,0,1,1,0,0,0,1,0,0
2556,83.5,7,0,0,1,0,0,1,0,1,0,0
2556,89.2,7,1,0,0,0,1,0,0,1,0,0
2556,90.4,7,1,0,0,1,0,0,0,1,0,0
2556,88.3,7,1,0,0,0,0,1,0,1,0,0
2556,87.3,7,0,1,0,0,1,0,0,0,1,0
2556,90.2,7,0,1,0,1,0,0,0,0,1,0
2556,85.1,7,0,1,0,0,0,1,0,0,1,0
2556,86.1,7,0,0,1,0,1,0,0,0,1,0
2556,89,7,0,0,1,1,0,0,0,0,1,0
2556,83.9,7,0,0,1,0,0,1,0,0,1,0
2556,89.6,7,1,0,0,0,1,0,0,0,1,0
2556,92.5,7,1,0,0,1,0,0,0,0,1,0
2556,87.4,7,1,0,0,0,0,1,0,0,1,0
2556,87.3,7,0,1,0,0,1,0,0,0,0,1
2556,90.6,7,0,1,0,1,0,0,0,0,0,1
2556,84.7,7,0,1,0,0,0,1,0,0,0,1
2556,85.8,7,0,0,1,0,1,0,0,0,0,1
2556,88.9,7,0,0,1,1,0,0,0,0,0,1
2556,83.3,7,0,0,1,0,0,1,0,0,0,1
2556,90.1,7,1,0,0,0,1,0,0,0,0,1
2556,94,7,1,0,0,1,0,0,0,0,0,1
2556,87.2,7,1,0,0,0,0,1,0,0,0,1
2557,86.9,7,0,1,0,0,1,0,1,0,0,0
2557,90.5,7,0,1,0,1,0,0,1,0,0,0
2557,84.1,7,0,1,0,0,0,1,1,0,0,0
2557,85.7,7,0,0,1,0,1,0,1,0,0,0
2557,89.2,7,0,0,1,1,0,0,1,0,0,0
2557,82.8,7,0,0,1,0,0,1,1,0,0,0
2557,90.4,7,1,0,0,0,1,0,1,0,0,0
2557,94.3,7,1,0,0,1,0,0,1,0,0,0
2557,87.4,7,1,0,0,0,0,1,1,0,0,0
2557,86.7,7,0,1,0,0,1,0,0,1,0,0
2557,89.3,7,0,1,0,1,0,0,0,1,0,0
2557,84.6,7,0,1,0,0,0,1,0,1,0,0
2557,85.7,7,0,0,1,0,1,0,0,1,0,0
2557,88.3,7,0,0,1,1,0,0,0,1,0,0
2557,83.6,7,0,0,1,0,0,1,0,1,0,0
2557,89.2,7,1,0,0,0,1,0,0,1,0,0
2557,92.2,7,1,0,0,1,0,0,0,1,0,0
2557,87,7,1,0,0,0,0,1,0,1,0,0
2557,86.1,7,0,1,0,0,1,0,0,0,1,0
2557,88.1,7,0,1,0,1,0,0,0,0,1,0
2557,84.5,7,0,1,0,0,0,1,0,0,1,0
2557,85.3,7,0,0,1,0,1,0,0,0,1,0
2557,86.9,7,0,0,1,1,0,0,0,0,1,0
2557,83.9,7,0,0,1,0,0,1,0,0,1,0
2557,88.5,7,1,0,0,0,1,0,0,0,1,0
2557,91.8,7,1,0,0,1,0,0,0,0,1,0
2557,86.1,7,1,0,0,0,0,1,0,0,1,0
2557,86.2,7,0,1,0,0,1,0,0,0,0,1
2557,89,7,0,1,0,1,0,0,0,0,0,1
2557,84.1,7,0,1,0,0,0,1,0,0,0,1
2557,85.4,7,0,0,1,0,1,0,0,0,0,1
2557,87.5,7,0,0,1,1,0,0,0,0,0,1
2557,83.8,7,0,0,1,0,0,1,0,0,0,1
2557,88.6,7,1,0,0,0,1,0,0,0,0,1
2557,93.5,7,1,0,0,1,0,0,0,0,0,1
2557,85.1,7,1,0,0,0,0,1,0,0,0,1
2558,86.7,7,0,1,0,0,1,0,1,0,0,0
2558,89.6,7,0,1,0,1,0,0,1,0,0,0
2558,84.3,7,0,1,0,0,0,1,1,0,0,0
2558,85.3,7,0,0,1,0,1,0,1,0,0,0
2558,88.1,7,0,0,1,1,0,0,1,0,0,0
2558,83,7,0,0,1,0,0,1,1,0,0,0
2558,90.4,7,1,0,0,0,1,0,1,0,0,0
2558,93.8,7,1,0,0,1,0,0,1,0,0,0
2558,87.9,7,1,0,0,0,0,1,1,0,0,0
2558,85.9,7,0,1,0,0,1,0,0,1,0,0
2558,88.6,7,0,1,0,1,0,0,0,1,0,0
2558,83.9,7,0,1,0,0,0,1,0,1,0,0
2558,84.8,7,0,0,1,0,1,0,0,1,0,0
2558,87.3,7,0,0,1,1,0,0,0,1,0,0
2558,82.7,7,0,0,1,0,0,1,0,1,0,0
2558,89,7,1,0,0,0,1,0,0,1,0,0
2558,92,7,1,0,0,1,0,0,0,1,0,0
2558,86.8,7,1,0,0,0,0,1,0,1,0,0
2558,86.3,7,0,1,0,0,1,0,0,0,1,0
2558,88.5,7,0,1,0,1,0,0,0,0,1,0
2558,84.5,7,0,1,0,0,0,1,0,0,1,0
2558,85.2,7,0,0,1,0,1,0,0,0,1,0
2558,87.3,7,0,0,1,1,0,0,0,0,1,0
2558,83.4,7,0,0,1,0,0,1,0,0,1,0
2558,89.1,7,1,0,0,0,1,0,0,0,1,0
2558,91.8,7,1,0,0,1,0,0,0,0,1,0
2558,87.2,7,1,0,0,0,0,1,0,0,1,0
2558,86.7,7,0,1,0,0,1,0,0,0,0,1
2558,88.7,7,0,1,0,1,0,0,0,0,0,1
2558,85.1,7,0,1,0,0,0,1,0,0,0,1
2558,85.6,7,0,0,1,0,1,0,0,0,0,1
2558,87.2,7,0,0,1,1,0,0,0,0,0,1
2558,84.2,7,0,0,1,0,0,1,0,0,0,1
2558,89.9,7,1,0,0,0,1,0,0,0,0,1
2558,93.2,7,1,0,0,1,0,0,0,0,0,1
2558,87.2,7,1,0,0,0,0,1,0,0,0,1
2559,86.3,7,0,1,0,0,1,0,1,0,0,0
2559,88.7,7,0,1,0,1,0,0,1,0,0,0
2559,84.4,7,0,1,0,0,0,1,1,0,0,0
2559,84.9,7,0,0,1,0,1,0,1,0,0,0
2559,87,7,0,0,1,1,0,0,1,0,0,0
2559,83.2,7,0,0,1,0,0,1,1,0,0,0
2559,89.9,7,1,0,0,0,1,0,1,0,0,0
2559,93.3,7,1,0,0,1,0,0,1,0,0,0
2559,87.5,7,1,0,0,0,0,1,1,0,0,0
2559,86,7,0,1,0,0,1,0,0,1,0,0
2559,88.3,7,0,1,0,1,0,0,0,1,0,0
2559,84.2,7,0,1,0,0,0,1,0,1,0,0
2559,84.9,7,0,0,1,0,1,0,0,1,0,0
2559,87,7,0,0,1,1,0,0,0,1,0,0
2559,83.1,7,0,0,1,0,0,1,0,1,0,0
2559,89,7,1,0,0,0,1,0,0,1,0,0
2559,91.7,7,1,0,0,1,0,0,0,1,0,0
2559,87,7,1,0,0,0,0,1,0,1,0,0
2559,86.1,7,0,1,0,0,1,0,0,0,1,0
2559,87.7,7,0,1,0,1,0,0,0,0,1,0
2559,84.9,7,0,1,0,0,0,1,0,0,1,0
2559,85,7,0,0,1,0,1,0,0,0,1,0
2559,86.2,7,0,0,1,1,0,0,0,0,1,0
2559,84,7,0,0,1,0,0,1,0,0,1,0
2559,89,7,1,0,0,0,1,0,0,0,1,0
2559,91.7,7,1,0,0,1,0,0,0,0,1,0
2559,87.1,7,1,0,0,0,0,1,0,0,1,0
2559,84.9,7,0,1,0,0,1,0,0,0,0,1
2559,87.3,7,0,1,0,1,0,0,0,0,0,1
2559,83.1,7,0,1,0,0,0,1,0,0,0,1
2559,83.4,7,0,0,1,0,1,0,0,0,0,1
2559,85.7,7,0,0,1,1,0,0,0,0,0,1
2559,81.6,7,0,0,1,0,0,1,0,0,0,1
2559,88.8,7,1,0,0,0,1,0,0,0,0,1
2559,91.7,7,1,0,0,1,0,0,0,0,0,1
2559,86.7,7,1,0,0,0,0,1,0,0,0,1
2560,85.8,7,0,1,0,0,1,0,1,0,0,0
2560,88.5,7,0,1,0,1,0,0,1,0,0,0
2560,83.9,7,0,1,0,0,0,1,1,0,0,0
2560,84.7,7,0,0,1,0,1,0,1,0,0,0
2560,87.1,7,0,0,1,1,0,0,1,0,0,0
2560,82.9,7,0,0,1,0,0,1,1,0,0,0
2560,88.7,7,1,0,0,0,1,0,1,0,0,0
2560,92.2,7,1,0,0,1,0,0,1,0,0,0
2560,86.2,7,1,0,0,0,0,1,1,0,0,0
2560,85.9,7,0,1,0,0,1,0,0,1,0,0
2560,88.3,7,0,1,0,1,0,0,0,1,0,0
2560,84.1,7,0,1,0,0,0,1,0,1,0,0
2560,84.8,7,0,0,1,0,1,0,0,1,0,0
2560,87.4,7,0,0,1,1,0,0,0,1,0,0
2560,82.8,7,0,0,1,0,0,1,0,1,0,0
2560,88.6,7,1,0,0,0,1,0,0,1,0,0
2560,90.9,7,1,0,0,1,0,0,0,1,0,0
2560,87.1,7,1,0,0,0,0,1,0,1,0,0
2560,85.7,7,0,1,0,0,1,0,0,0,1,0
2560,88.6,7,0,1,0,1,0,0,0,0,1,0
2560,83.5,7,0,1,0,0,0,1,0,0,1,0
2560,84.5,7,0,0,1,0,1,0,0,0,1,0
2560,87.2,7,0,0,1,1,0,0,0,0,1,0
2560,82.2,7,0,0,1,0,0,1,0,0,1,0
2560,88.7,7,1,0,0,0,1,0,0,0,1,0
2560,92.4,7,1,0,0,1,0,0,0,0,1,0
2560,86.2,7,1,0,0,0,0,1,0,0,1,0
2560,84.8,7,0,1,0,0,1,0,0,0,0,1
2560,87.5,7,0,1,0,1,0,0,0,0,0,1
2560,82.9,7,0,1,0,0,0,1,0,0,0,1
2560,84.1,7,0,0,1,0,1,0,0,0,0,1
2560,86.5,7,0,0,1,1,0,0,0,0,0,1
2560,82.3,7,0,0,1,0,0,1,0,0,0,1
2560,86.7,7,1,0,0,0,1,0,0,0,0,1
2560,90.1,7,1,0,0,1,0,0,0,0,0,1
2560,84.4,7,1,0,0,0,0,1,0,0,0,1
2561,85.8,7,0,1,0,0,1,0,1,0,0,0
2561,88.2,7,0,1,0,1,0,0,1,0,0,0
2561,84.1,7,0,1,0,0,0,1,1,0,0,0
2560,55.1,6,0,1,0,0,1,0,0,0,0,1
2560,57.2,6,0,1,0,1,0,0,0,0,0,1
2560,47.5,6,0,1,0,0,0,1,0,0,0,1
2560,39.1,6,0,0,1,0,1,0,0,0,0,1
2560,31.4,6,0,0,1,1,0,0,0,0,0,1
2560,54.9,6,0,0,1,0,0,1,0,0,0,1
2560,76.5,6,1,0,0,0,1,0,0,0,0,1
2560,82.2,6,1,0,0,1,0,0,0,0,0,1
2561,29.6,6,0,1,0,0,1,0,1,0,0,0
2561,37.3,6,0,1,0,1,0,0,1,0,0,0
2561,19.5,6,0,1,0,0,0,1,1,0,0,0
2561,28,6,0,0,1,0,1,0,1,0,0,0
2561,39.8,6,0,0,1,1,0,0,1,0,0,0
2561,32.5,6,1,0,0,0,1,0,1,0,0,0
2561,28,6,1,0,0,1,0,0,1,0,0,0
2561,34.7,6,1,0,0,0,0,1,1,0,0,0
2561,74.2,6,0,1,0,0,1,0,0,1,0,0
2561,74.4,6,0,1,0,1,0,0,0,1,0,0
2561,73.8,6,0,1,0,0,0,1,0,1,0,0
2561,96,6,0,0,1,0,1,0,0,1,0,0
2561,89.2,6,0,0,1,0,0,1,0,1,0,0
2561,60.3,6,1,0,0,0,1,0,0,1,0,0
2561,58.9,6,1,0,0,1,0,0,0,1,0,0
2561,63.1,6,1,0,0,0,0,1,0,1,0,0
2561,52.7,6,0,1,0,0,1,0,0,0,1,0
2561,51.1,6,0,1,0,1,0,0,0,0,1,0
2561,53.6,6,0,1,0,0,0,1,0,0,1,0
2561,56.9,6,0,0,1,0,1,0,0,0,1,0
2561,58.4,6,0,0,1,1,0,0,0,0,1,0
2561,56.1,6,0,0,1,0,0,1,0,0,1,0
2561,47.9,6,1,0,0,0,1,0,0,0,1,0
2561,41.9,6,1,0,0,1,0,0,0,0,1,0
2561,50.7,6,1,0,0,0,0,1,0,0,1,0
2561,46.9,6,0,1,0,0,1,0,0,0,0,1
2561,91.8,6,0,1,0,1,0,0,0,0,0,1
2561,20.3,6,0,1,0,0,0,1,0,0,0,1
2561,37.3,6,0,0,1,0,1,0,0,0,0,1
2561,81,6,0,0,1,1,0,0,0,0,0,1
2557,62,4,1,0,0,0,0,1,0,1,0,0
2557,69.3,4,0,1,0,0,1,0,0,0,1,0
2557,78.1,4,0,1,0,1,0,0,0,0,1,0
2557,60.2,4,0,1,0,0,0,1,0,0,1,0
2557,64.2,4,0,0,1,0,1,0,0,0,1,0
2557,71.5,4,0,0,1,1,0,0,0,0,1,0
2557,56.7,4,0,0,1,0,0,1,0,0,1,0
2557,74.9,4,1,0,0,0,1,0,0,0,1,0
2557,85.2,4,1,0,0,1,0,0,0,0,1,0
2557,64.1,4,1,0,0,0,0,1,0,0,1,0
2557,69.7,4,0,1,0,0,1,0,0,0,0,1
2557,77.9,4,0,1,0,1,0,0,0,0,0,1
2557,61.1,4,0,1,0,0,0,1,0,0,0,1
2557,64.5,4,0,0,1,0,1,0,0,0,0,1
2557,71,4,0,0,1,1,0,0,0,0,0,1
2557,57.5,4,0,0,1,0,0,1,0,0,0,1
2557,75.7,4,1,0,0,0,1,0,0,0,0,1
2557,85.8,4,1,0,0,1,0,0,0,0,0,1
2557,65.1,4,1,0,0,0,0,1,0,0,0,1
2558,69.7,4,0,1,0,0,1,0,1,0,0,0
2558,78.2,4,0,1,0,1,0,0,1,0,0,0
2558,61,4,0,1,0,0,0,1,1,0,0,0
2558,65.3,4,0,0,1,0,1,0,1,0,0,0
2558,73.3,4,0,0,1,1,0,0,1,0,0,0
2558,57.3,4,0,0,1,0,0,1,1,0,0,0
2558,74.5,4,1,0,0,0,1,0,1,0,0,0
2558,83.5,4,1,0,0,1,0,0,1,0,0,0
2558,65.1,4,1,0,0,0,0,1,1,0,0,0
2558,68.3,4,0,1,0,0,1,0,0,1,0,0
2558,76.9,4,0,1,0,1,0,0,0,1,0,0
2558,59.4,4,0,1,0,0,0,1,0,1,0,0
2558,63.4,4,0,0,1,0,1,0,0,1,0,0
2558,71.3,4,0,0,1,1,0,0,0,1,0,0
2558,54.9,4,0,0,1,0,0,1,0,1,0,0
2558,73.6,4,1,0,0,0,1,0,0,1,0,0
2558,83.1,4,1,0,0,1,0,0,0,1,0,0
2558,64,4,1,0,0,0,0,1,0,1,0,0
2558,69.4,4,0,1,0,0,1,0,0,0,1,0
2558,78.4,4,0,1,0,1,0,0,0,0,1,0
2558,60.4,4,0,1,0,0,0,1,0,0,1,0
2558,71.8,4,0,0,1,1,0,0,0,0,1,0
2558,56.6,4,0,0,1,0,0,1,0,0,1,0
2558,74.8,4,1,0,0,0,1,0,0,0,1,0
2558,85.5,4,1,0,0,1,0,0,0,0,1,0
2558,64.3,4,1,0,0,0,0,1,0,0,1,0
2558,70.6,4,0,1,0,0,1,0,0,0,0,1
2558,78.9,4,0,1,0,1,0,0,0,0,0,1
2558,62.4,4,0,1,0,0,0,1,0,0,0,1
2558,65.2,4,0,0,1,0,1,0,0,0,0,1
2558,71.8,4,0,0,1,1,0,0,0,0,0,1
2558,58.8,4,0,0,1,0,0,1,0,0,0,1
2558,76.4,4,1,0,0,0,1,0,0,0,0,1
2558,86.3,4,1,0,0,1,0,0,0,0,0,1
2558,66.2,4,1,0,0,0,0,1,0,0,0,1
2559,70,4,0,1,0,0,1,0,1,0,0,0
2559,77.9,4,0,1,0,1,0,0,1,0,0,0
2559,62,4,0,1,0,0,0,1,1,0,0,0
2559,63.8,4,0,0,1,0,1,0,1,0,0,0
2559,71.3,4,0,0,1,1,0,0,1,0,0,0
2559,56.3,4,0,0,1,0,0,1,1,0,0,0
2559,76.4,4,1,0,0,0,1,0,1,0,0,0
2559,84.6,4,1,0,0,1,0,0,1,0,0,0
2559,68,4,1,0,0,0,0,1,1,0,0,0
2559,67.4,4,0,1,0,0,1,0,0,1,0,0
2559,76.8,4,0,1,0,1,0,0,0,1,0,0
2559,57.8,4,0,1,0,0,0,1,0,1,0,0
2559,62.7,4,0,0,1,0,1,0,0,1,0,0
2559,71.4,4,0,0,1,1,0,0,0,1,0,0
2559,53.5,4,0,0,1,0,0,1,0,1,0,0
2559,72.3,4,1,0,0,0,1,0,0,1,0,0
2559,82.6,4,1,0,0,1,0,0,0,1,0,0
2559,62.2,4,1,0,0,0,0,1,0,1,0,0
2559,69.4,4,0,1,0,0,1,0,0,0,1,0
2559,78.2,4,0,1,0,1,0,0,0,0,1,0
2559,60.4,4,0,1,0,0,0,1,0,0,1,0
2559,63.4,4,0,0,1,0,1,0,0,0,1,0
2559,70.7,4,0,0,1,1,0,0,0,0,1,0
2559,55.7,4,0,0,1,0,0,1,0,0,1,0
2559,75.8,4,1,0,0,0,1,0,0,0,1,0
2559,86.2,4,1,0,0,1,0,0,0,0,1,0
2559,69.3,4,0,1,0,0,1,0,0,0,0,1
2559,77.2,4,0,1,0,1,0,0,0,0,0,1
2559,61.4,4,0,1,0,0,0,1,0,0,0,1
2559,64.1,4,0,0,1,0,1,0,0,0,0,1
2559,69.8,4,0,0,1,1,0,0,0,0,0,1
2559,58.4,4,0,0,1,0,0,1,0,0,0,1
2559,74.8,4,1,0,0,0,1,0,0,0,0,1
2559,84.9,4,1,0,0,1,0,0,0,0,0,1
2559,64.6,4,1,0,0,0,0,1,0,0,0,1
2560,69.3,4,0,1,0,0,1,0,1,0,0,0
2560,76.4,4,0,1,0,1,0,0,1,0,0,0
2560,62.1,4,0,1,0,0,0,1,1,0,0,0
2560,64.3,4,0,0,1,0,1,0,1,0,0,0
2560,71,4,0,0,1,1,0,0,1,0,0,0
2560,57.7,4,0,0,1,0,0,1,1,0,0,0
2560,74.4,4,1,0,0,0,1,0,1,0,0,0
2560,82,4,1,0,0,1,0,0,1,0,0,0
2560,66.7,4,1,0,0,0,0,1,1,0,0,0
2560,67.4,4,0,1,0,0,1,0,0,1,0,0
2560,75.8,4,0,1,0,1,0,0,0,1,0,0
2560,59.2,4,0,1,0,0,0,1,0,1,0,0
2560,62.7,4,0,0,1,0,1,0,0,1,0,0
2560,69.9,4,0,0,1,1,0,0,0,1,0,0
2560,55.6,4,0,0,1,0,0,1,0,1,0,0
2560,72.1,4,1,0,0,0,1,0,0,1,0,0
2560,82,4,1,0,0,1,0,0,0,1,0,0
2560,62.8,4,1,0,0,0,0,1,0,1,0,0
2560,67.7,4,0,1,0,0,1,0,0,0,1,0
2560,76.5,4,0,1,0,1,0,0,0,0,1,0
2560,59.1,4,0,1,0,0,0,1,0,0,1,0
2560,63.2,4,0,0,1,0,1,0,0,0,1,0
2560,71.5,4,0,0,1,1,0,0,0,0,1,0
2560,54.9,4,0,0,1,0,0,1,0,0,1,0
2560,72.4,4,1,0,0,0,1,0,0,0,1,0
2560,81.7,4,1,0,0,1,0,0,0,0,1,0
2560,63.4,4,1,0,0,0,0,1,0,0,1,0
2560,69.1,4,0,1,0,0,1,0,0,0,0,1
2560,77.5,4,0,1,0,1,0,0,0,0,0,1
2560,60.6,4,0,1,0,0,0,1,0,0,0,1
2560,63.6,4,0,0,1,0,1,0,0,0,0,1
2560,55.4,4,0,0,1,0,0,1,0,0,0,1
2560,74.8,4,1,0,0,0,1,0,0,0,0,1
2560,83.5,4,1,0,0,1,0,0,0,0,0,1
2560,66.1,4,1,0,0,0,0,1,0,0,0,1
2561,68.9,4,0,1,0,0,1,0,1,0,0,0
2561,77.2,4,0,1,0,1,0,0,1,0,0,0
2561,61,4,0,1,0,0,0,1,1,0,0,0
2561,62.7,4,0,0,1,0,1,0,1,0,0,0
2561,70.2,4,0,0,1,1,0,0,1,0,0,0
2561,55.4,4,0,0,1,0,0,1,1,0,0,0
2561,75.3,4,1,0,0,0,1,0,1,0,0,0
2561,84.5,4,1,0,0,1,0,0,1,0,0,0
2561,66.7,4,1,0,0,0,0,1,1,0,0,0
2561,68,4,0,1,0,0,1,0,0,1,0,0
2561,77.1,4,0,1,0,1,0,0,0,1,0,0
2561,59.2,4,0,1,0,0,0,1,0,1,0,0
2561,63.1,4,0,0,1,0,1,0,0,1,0,0
2561,71.1,4,0,0,1,1,0,0,0,1,0,0
2561,55,4,0,0,1,0,0,1,0,1,0,0
2561,73,4,1,0,0,0,1,0,0,1,0,0
2561,83.4,4,1,0,0,1,0,0,0,1,0,0
2561,63.3,4,1,0,0,0,0,1,0,1,0,0
2561,70.2,4,0,1,0,0,1,0,0,0,1,0
2561,79.1,4,0,1,0,1,0,0,0,0,1,0
2561,61.6,4,0,1,0,0,0,1,0,0,1,0
2561,65.8,4,0,0,1,0,1,0,0,0,1,0
2561,74.1,4,0,0,1,1,0,0,0,0,1,0
2561,57.6,4,0,0,1,0,0,1,0,0,1,0
2561,74.8,4,1,0,0,0,1,0,0,0,1,0
2561,84.2,4,1,0,0,1,0,0,0,0,1,0
2561,65.7,4,1,0,0,0,0,1,0,0,1,0
2561,70.9,4,0,1,0,0,1,0,0,0,0,1
2561,79.6,4,0,1,0,1,0,0,0,0,0,1
2561,62.5,4,0,1,0,0,0,1,0,0,0,1
2561,65.4,4,0,0,1,0,1,0,0,0,0,1
2561,74.4,4,0,0,1,1,0,0,0,0,0,1
2561,56.5,4,0,0,1,0,0,1,0,0,0,1
2561,76.5,4,1,0,0,0,1,0,0,0,0,1
2561,84.9,4,1,0,0,1,0,0,0,0,0,1
2561,68.5,4,1,0,0,0,0,1,0,0,0,1
2562,77.5,4,0,1,0,1,0,0,1,0,0,0
2562,63.2,4,0,1,0,0,0,1,1,0,0,0
2562,65.2,4,0,0,1,0,1,0,1,0,0,0
2562,71.6,4,0,0,1,1,0,0,1,0,0,0
2562,58.9,4,0,0,1,0,0,1,1,0,0,0
2562,75.3,4,1,0,0,0,1,0,1,0,0,0
2562,83.7,4,1,0,0,1,0,0,1,0,0,0
2562,67.4,4,1,0,0,0,0,1,1,0,0,0
2562,68.3,4,0,1,0,0,1,0,0,1,0,0
2562,77.4,4,0,1,0,1,0,0,0,1,0,0
2562,59.6,4,0,1,0,0,0,1,0,1,0,0
2562,63.9,4,0,0,1,0,1,0,0,1,0,0
2562,71.9,4,0,0,1,1,0,0,0,1,0,0
2562,56,4,0,0,1,0,0,1,0,1,0,0
2562,72.8,4,1,0,0,0,1,0,0,1,0,0
2562,83.1,4,1,0,0,1,0,0,0,1,0,0
2562,63.1,4,1,0,0,0,0,1,0,1,0,0
2562,68.7,4,0,1,0,0,1,0,0,0,1,0
2562,78.2,4,0,1,0,1,0,0,0,0,1,0
2562,59.4,4,0,1,0,0,0,1,0,0,1,0
2562,64.3,4,0,0,1,0,1,0,0,0,1,0
2562,72.8,4,0,0,1,1,0,0,0,0,1,0
2562,55.9,4,0,0,1,0,0,1,0,0,1,0
2562,73.2,4,1,0,0,0,1,0,0,0,1,0
2562,83.8,4,1,0,0,1,0,0,0,0,1,0
2562,62.9,4,1,0,0,0,0,1,0,0,1,0
2562,69.9,4,0,1,0,0,1,0,0,0,0,1
2562,78.3,4,0,1,0,1,0,0,0,0,0,1
2562,61.6,4,0,1,0,0,0,1,0,0,0,1
2562,64.8,4,0,0,1,0,1,0,0,0,0,1
2562,72.1,4,0,0,1,1,0,0,0,0,0,1
2562,57.6,4,0,0,1,0,0,1,0,0,0,1
2562,75,4,1,0,0,0,1,0,0,0,0,1
2562,84.4,4,1,0,0,1,0,0,0,0,0,1
2562,65.6,4,1,0,0,0,0,1,0,0,0,1
2563,70,4,0,1,0,0,1,0,1,0,0,0
2563,78.1,4,0,1,0,1,0,0,1,0,0,0
2563,61.9,4,0,1,0,0,0,1,1,0,0,0
2563,64.7,4,0,0,1,0,1,0,1,0,0,0
2563,71.4,4,0,0,1,1,0,0,1,0,0,0
2563,75.1,4,1,0,0,0,1,0,1,0,0,0
2563,85,4,1,0,0,1,0,0,1,0,0,0
2563,65.7,4,1,0,0,0,0,1,1,0,0,0
2563,67.7,4,0,1,0,0,1,0,0,1,0,0
2563,77.2,4,0,1,0,1,0,0,0,1,0,0
2563,58.7,4,0,1,0,0,0,1,0,1,0,0
2563,63.1,4,0,0,1,0,1,0,0,1,0,0
2563,71.4,4,0,0,1,1,0,0,0,1,0,0
2563,55.1,4,0,0,1,0,0,1,0,1,0,0
2563,72,4,1,0,0,0,1,0,0,1,0,0
2563,82.9,4,1,0,0,1,0,0,0,1,0,0
2563,62,4,1,0,0,0,0,1,0,1,0,0
2563,69.2,4,0,1,0,0,1,0,0,0,1,0
2563,77,4,0,1,0,1,0,0,0,0,1,0
2563,61.7,4,0,1,0,0,0,1,0,0,1,0
2563,63.8,4,0,0,1,0,1,0,0,0,1,0
2563,70.4,4,0,0,1,1,0,0,0,0,1,0
2563,57.4,4,0,0,1,0,0,1,0,0,1,0
2563,74.5,4,1,0,0,0,1,0,0,0,1,0
2563,83.5,4,1,0,0,1,0,0,0,0,1,0
2563,65.8,4,1,0,0,0,0,1,0,0,1,0
2556,70.9,5,0,1,0,0,1,0,1,0,0,0
2556,75.6,5,0,1,0,1,0,0,1,0,0,0
2556,64.5,5,0,1,0,0,0,1,1,0,0,0
2556,72.9,5,0,0,1,0,1,0,1,0,0,0
2556,76.2,5,0,0,1,1,0,0,1,0,0,0
2556,68.5,5,0,0,1,0,0,1,1,0,0,0
2556,69.1,5,1,0,0,0,1,0,1,0,0,0
2556,75.1,5,1,0,0,1,0,0,1,0,0,0
2556,60.6,5,1,0,0,0,0,1,1,0,0,0
2556,70.7,5,0,1,0,0,1,0,0,1,0,0
2556,77.3,5,0,1,0,1,0,0,0,1,0,0
2556,62.5,5,0,1,0,0,0,1,0,1,0,0
2556,72,5,0,0,1,0,1,0,0,1,0,0
2556,77.4,5,0,0,1,1,0,0,0,1,0,0
2556,65.5,5,0,0,1,0,0,1,0,1,0,0
2556,69.5,5,1,0,0,0,1,0,0,1,0,0
2556,77.2,5,1,0,0,1,0,0,0,1,0,0
2556,59.5,5,1,0,0,0,0,1,0,1,0,0
2556,79.9,5,0,1,0,1,0,0,0,0,1,0
2556,62,5,0,1,0,0,0,1,0,0,1,0
2556,72.6,5,0,0,1,0,1,0,0,0,1,0
2556,78,5,0,0,1,1,0,0,0,0,1,0
2556,65.8,5,0,0,1,0,0,1,0,0,1,0
2556,71.7,5,1,0,0,0,1,0,0,0,1,0
2556,81.5,5,1,0,0,1,0,0,0,0,1,0
2556,58.6,5,1,0,0,0,0,1,0,0,1,0
2556,73.6,5,0,1,0,0,1,0,0,0,0,1
2556,80.3,5,0,1,0,1,0,0,0,0,0,1
2556,64.8,5,0,1,0,0,0,1,0,0,0,1
2556,74,5,0,0,1,0,1,0,0,0,0,1
2556,80.7,5,0,0,1,1,0,0,0,0,0,1
2556,65.7,5,0,0,1,0,0,1,0,0,0,1
2556,73.2,5,1,0,0,0,1,0,0,0,0,1
2556,79.9,5,1,0,0,1,0,0,0,0,0,1
2556,63.8,5,1,0,0,0,0,1,0,0,0,1
2557,73.2,5,0,1,0,0,1,0,1,0,0,0
2557,78.6,5,0,1,0,1,0,0,1,0,0,0
2557,66.1,5,0,1,0,0,0,1,1,0,0,0
2557,73.4,5,0,0,1,0,1,0,1,0,0,0
2557,78,5,0,0,1,1,0,0,1,0,0,0
2557,67.5,5,0,0,1,0,0,1,1,0,0,0
2557,72.8,5,1,0,0,0,1,0,1,0,0,0
2557,79.5,5,1,0,0,1,0,0,1,0,0,0
2557,64,5,1,0,0,0,0,1,1,0,0,0
2557,74.1,5,0,1,0,0,1,0,0,1,0,0
2557,80.4,5,0,1,0,1,0,0,0,1,0,0
